"yplot.n","n.mn","n.lo","n.up"
2037,268.154686366632,22.0598681280732,360.227276548873
2038,203.366050762398,14.3159789883396,288.588013849958
2039,142.691213244838,8.42110631617794,219.632476489019
2040,87.4557824075958,4.59447072197235,152.990859594938
2041,44.0268537722042,2.4753432023328,90.9818279073378
2042,22.0787206376272,1.27012197529648,43.1609526212193
2043,13.324815346314,0.662545763591398,23.7776525935013
2044,8.4441222608119,0.344323232036383,15.4531990941517
2045,5.3535709657923,0.168460489968393,10.1550817051912
2046,3.36614778506247,0.0696846518363803,6.66786449077329
2047,2.08073646278733,0.0196392459017365,4.33198822303755
2048,1.25591774235065,0,2.76836867950624
2049,0.732927955171317,0,1.732341325647
2050,0.409192974462473,0,1.05782204610935
2051,0.213855424339625,0,0.617891956797161
2052,0.102708263512527,0,0.351607900905352
2053,0.043403076781804,0,0.188131499470744
2054,0.0150106662922928,0,0.0924726776328182
2055,0.00479059537464297,0,0.0450023259833686
2056,0.00105539384659196,0,0.0152400782014144
2057,0.000134839157177833,0,0
2058,4.50507740863178e-06,0,0
2059,0,0,0
2060,0,0,0
2061,0,0,0
2062,0,0,0
2063,0,0,0
2064,0,0,0
2065,0,0,0
2066,0,0,0
2067,0,0,0
2068,0,0,0
2069,0,0,0
2070,0,0,0
2071,0,0,0
2072,0,0,0
2073,0,0,0
2074,0,0,0
2075,0,0,0
2076,0,0,0
2077,0,0,0
2078,0,0,0
2079,0,0,0
2080,0,0,0
2081,0,0,0
2082,0,0,0
2083,0,0,0
2084,0,0,0
2085,0,0,0
2086,0,0,0
2087,0,0,0
2088,0,0,0
2089,0,0,0
2090,0,0,0
2091,0,0,0
2092,0,0,0
2093,0,0,0
2094,0,0,0
2095,0,0,0
2096,0,0,0
2097,0,0,0
2098,0,0,0
2099,0,0,0
